AÑO,DEPARTAMENTO,POBLACIÓN,TASA_MATRICULACIÓN,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2023,Valle del Cauca,842813,7809,779,5861,7478,6648,4635,8708,7783,8747,9027,8424,,,522,551,464,642,381,8635,84,8892,642,8919,843,519,8892,1293,7,908,519,901,1193,403
2023,Arauca,67389,9096,9092,6715,8805,6982,412,10271,10143,11043,10113,8607,,,454,433,438,525,329,8828,63,8923,525,9063,718,581,8923,1068,608,972,581,1109,1073,342
2023,Casanare,96200,9281,9279,7152,9128,7947,5104,10156,9046,10427,10822,8685,,,384,362,323,501,297,8904,14,9167,501,9126,712,176,9167,1177,577,793,176,775,1112,35
2023,Putumayo,81178,82,8198,5481,8023,668,3977,9167,8954,9647,9449,7534,,,572,536,436,795,487,8705,57,9038,795,8909,723,305,9038,1193,604,982,305,982,1299,548
2023,"Archipiélago de San Andrés, Providencia y Santa Catalina",10783,96,9597,7968,9402,8535,5406,10155,9309,10607,10778,8138,,,305,272,209,424,333,8913,0,9224,424,9049,781,204,9224,1271,618,113,204,925,1709,771
2023,Amazonas,23247,7576,7574,4926,7716,5413,2644,8704,8612,984,8437,6381,,,501,531,326,677,779,8813,19,9058,677,8521,686,472,9058,966,7,1371,472,1579,1559,511
2023,Guainía,16704,7161,7155,6235,702,3675,1067,8253,8881,10659,7016,4285,,,603,57,492,879,43,8106,94,8041,879,8774,1291,596,8041,1454,797,1569,596,1912,1473,524
2023,Guaviare,22896,7756,7755,4757,7133,6225,3369,9307,8104,9816,9794,7633,,,562,797,491,679,339,8528,5,8766,679,911,911,676,8766,1481,551,1078,676,1175,1291,218
2023,Vaupés,15476,5517,5517,3985,5378,3709,1385,6542,6091,7632,6417,437,,,438,213,261,692,658,9095,43,9398,692,8926,467,866,9398,764,416,1656,866,2141,1372,681
2023,Vichada,33816,6763,6763,5188,7584,2965,1124,7536,7328,11028,5448,3022,,,68,584,678,773,454,7861,5,7532,773,8942,1459,68,7532,128,605,1737,68,2277,1174,529
