AÑO,DEPARTAMENTO,POBLACIÓN,TASA_MATRICULACIÓN,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2014,Guaviare,31344,5623,5623,2653,5426,4326,2072,6766,5186,7498,7157,4853,2954,1502,257,235,234,316,207,9717,142,9759,316,9762,26,142,9759,27,3,142,142,117,204,167
2014,Vaupés,12699,6282,6282,2097,6237,3417,111,7425,4177,9952,6562,4131,1528,1261,786,318,599,1183,1207,90,0,9242,1183,8157,214,0,9242,268,636,32,0,411,209,86
2014,Vichada,21331,7452,7451,345,7482,3618,142,841,836,11812,6209,3636,1786,4946,509,3,395,863,548,8875,294,8865,863,8951,616,294,8865,447,501,11,294,93,197,81
2015,Antioquia,1262800,8992,8979,6107,8902,7417,4261,10314,7942,111,11009,8219,3039,6129,382,286,297,555,28,8934,2,9159,555,9156,684,2,9159,1056,564,283,2,226,455,195
2015,Atlántico,520783,8617,8592,5352,8212,7428,4561,9338,8192,10078,9567,7602,2627,88,139,174,129,157,1,9519,106,958,157,9678,342,106,958,496,222,169,106,138,242,106
2015,"Bogotá, D.C.",1455309,822,8177,5917,7894,7489,5061,8845,7377,8914,946,8194,2756,9887,363,348,272,485,32,9629,0,9725,485,9657,9,0,9725,12,23,991,0,649,1602,794
2015,Bolívar,488886,8878,8869,585,8733,7105,3934,10018,9861,11111,10044,7344,2302,4494,301,316,254,375,269,915,78,9285,375,9234,549,78,9285,815,497,183,78,174,246,92
2015,Boyacá,284611,8362,8357,6302,8065,7422,4861,9337,821,9212,1013,8547,2517,2296,222,18,139,319,232,9327,29,9564,319,9339,451,29,9564,709,429,227,29,146,368,207
2015,Caldas,194108,789,7886,5247,7453,6924,4355,9019,6831,9154,9776,8241,2544,3069,367,366,27,507,31,8813,8,9065,507,9057,82,8,9065,1214,634,218,8,155,358,165
2015,Caquetá,124382,7314,7312,4387,7282,5452,2363,8542,7537,9951,8251,6016,2294,1477,487,49,411,631,408,9165,67,9231,631,9323,348,67,9231,422,269,126,67,102,187,117
2015,Cauca,312453,8221,8221,447,8442,6304,3128,9904,8051,11285,9932,7471,1912,4493,217,212,131,343,246,9164,103,9286,343,9205,619,103,9286,817,548,123,103,124,16,68
2015,Cesar,260802,9552,9539,6165,9276,7388,3863,10985,10995,12653,10438,7846,2672,3987,438,546,396,51,31,9048,122,9148,51,9231,514,122,9148,724,459,108,122,106,132,35
2015,Córdoba,409982,8954,895,5258,8747,7218,3897,10333,9422,11314,10516,7872,2109,3912,226,283,178,29,205,9451,62,9555,29,9432,323,62,9555,459,363,179,62,195,205,11
2015,Cundinamarca,576429,9072,9047,5593,8683,8091,505,10022,8358,10259,10825,8649,1959,3273,327,352,224,462,286,932,43,9557,462,9384,352,43,9557,58,33,214,43,167,326,144
2015,Chocó,145625,8048,8048,5199,822,473,2035,10091,9124,12613,8789,6356,1879,2015,478,427,436,631,302,8835,34,8749,631,9407,687,34,8749,741,291,29,34,3,34,12
2015,Huila,269323,8764,8758,58,8777,7481,4015,9918,8048,10737,1052,7613,2624,3893,517,449,352,775,466,8704,34,9064,775,8767,779,34,9064,1209,767,109,34,8,178,87
2015,La Guajira,258207,7412,7408,4717,7158,4462,198,8661,9591,11096,7123,4218,237,219,229,196,196,325,191,9583,4,9611,325,9679,188,4,9611,252,13,142,4,129,184,64
2015,Magdalena,330539,9361,9343,6405,873,6906,3565,10808,14318,11886,10373,7143,2289,4002,354,307,354,393,282,9368,128,9388,393,9486,278,128,9388,372,232,107,128,1,14,46
2015,Meta,217437,9219,9214,5932,9032,7635,4226,10388,8988,11325,10612,8214,2752,529,33,339,268,435,257,9208,1,9423,435,9346,462,1,9423,794,397,11,1,78,194,55
2015,Nariño,396138,7353,7351,3988,7143,5646,2995,8826,6982,9564,9426,6717,2161,3027,123,85,75,19,151,9642,3,9747,19,952,235,3,9747,339,328,135,3,104,227,95
2015,Norte de Santander,310611,8589,8584,5803,8927,687,3624,9927,9226,11358,9755,7275,2433,1912,266,29,207,353,254,9575,15,9686,353,9535,159,15,9686,255,211,131,15,108,2,85
2015,Quindio,109400,8193,8186,4492,7418,7601,4803,9403,7016,8946,1084,8863,2878,1593,59,592,474,763,467,8809,15,9146,763,8894,601,15,9146,931,639,138,15,111,204,11
2015,Risaralda,183900,8812,8794,5405,8332,766,4322,1025,8112,10321,11361,8946,2565,5542,505,5,367,72,383,8903,138,9249,72,91,592,138,9249,964,518,152,138,128,236,73
2015,Santander,407815,945,9437,599,9434,8245,4784,10597,9426,11223,1119,8551,2617,2565,317,418,237,422,251,9193,81,947,422,9236,49,81,947,818,513,162,81,112,264,131
2015,Sucre,200001,958,9574,6738,95,7313,4225,11216,12556,12233,10959,8564,227,5039,265,296,198,354,259,8704,97,8813,354,8857,1031,97,8813,1427,884,61,97,69,55,23
2015,Tolima,310206,8548,8541,5139,8309,7152,4241,9632,8272,10454,9892,7744,2542,278,371,445,31,468,277,8908,57,9097,468,9196,722,57,9097,1099,527,58,57,52,83,37
2015,Valle del Cauca,875476,8444,8426,5096,8263,6959,3964,9674,8224,1044,10113,772,2238,431,278,307,224,363,231,9104,69,9314,363,9271,618,69,9314,97,499,92,69,72,144,6
2015,Arauca,75107,7288,7284,4647,7195,5591,2837,8295,8265,9152,8264,5976,2022,3755,351,317,282,484,328,9629,0,9718,484,9564,2,0,9718,34,108,227,0,192,347,192
2015,Casanare,87417,10243,10239,7061,102,8312,4695,11506,10231,1235,11957,9097,2571,203,375,413,304,504,259,8889,42,9159,504,9206,736,42,9159,1239,535,121,42,101,184,69
2015,Putumayo,91874,7671,767,3559,7552,6309,2954,8874,7248,9592,9484,667,2777,2527,526,629,445,646,43,8923,34,9154,646,9031,551,34,9154,875,539,85,34,74,12,82
2015,"Archipiélago de San Andrés, Providencia y Santa Catalina",15265,6734,673,5234,6737,6042,3901,7267,691,7607,7645,5881,258,8333,63,29,4,101,7,9592,15,9757,101,9621,344,15,9757,626,308,216,15,183,324,148
2015,Amazonas,22212,8149,8146,4065,8275,5941,2652,9576,7935,11101,9427,6701,2013,1636,476,454,253,8,669,8923,27,9055,8,8852,601,27,9055,627,479,165,27,202,139,134
2015,Guainía,11913,753,753,5321,7275,359,816,9344,11702,11723,8578,381,2615,2444,764,662,639,1059,761,754,1132,7619,1059,7632,1696,1132,7619,1855,1607,212,1132,224,189,0
2015,Guaviare,31553,5491,549,2732,5402,4088,1945,659,5393,7287,6861,4772,2773,2408,47,468,379,648,372,8799,27,8992,648,9006,731,27,8992,1045,622,121,27,9,205,94
2015,Vaupés,12684,6408,6408,2027,6442,3556,1159,7658,4434,10151,6879,4291,1469,2458,808,679,773,966,586,7838,579,7715,966,8574,1354,579,7715,1293,84,349,579,408,337,16
2015,Vichada,21644,7682,7681,3963,7935,346,1494,8709,8664,12364,6226,3802,1463,4162,923,1014,815,1215,796,7694,162,755,1215,848,1382,162,755,1339,724,88,162,82,111,133
2016,Antioquia,1265147,882,8808,5651,8684,7359,4342,10172,7525,10888,10904,8286,30588,2618,447,358,342,646,338,884,17,9066,646,9097,713,17,9066,1063,566,302,17,304,412,116
2016,Atlántico,519509,897,8935,5337,8578,7545,5037,9802,8458,10521,9977,833,27781,9539,213,291,207,228,15,9442,116,9498,228,9606,344,116,9498,489,244,123,116,121,152,52
2016,"Bogotá, D.C.",1453283,807,8026,5639,7904,726,4973,8729,7128,888,9209,8207,27281,9765,208,217,157,269,202,9755,0,9839,269,9598,37,0,9839,17,2,373,0,292,601,209
2016,Bolívar,487274,895,8941,5628,8801,7099,4255,10118,9789,11211,10125,7556,24543,4821,297,358,245,371,248,9168,77,9307,371,9244,535,77,9307,789,507,216,77,222,266,107
2016,Boyacá,279627,838,837,6062,8148,747,5036,96,7949,9811,10139,8769,24765,2686,246,201,147,37,233,935,21,9582,37,9376,404,21,9582,628,391,218,21,166,349,112
2016,Caldas,192703,774,774,5021,7248,694,438,8886,6621,8926,9777,8113,25336,3558,428,438,314,591,344,8916,51,9127,591,9185,656,51,9127,942,472,216,51,178,32,133
2016,Caquetá,124296,754,7536,4675,749,5499,2468,8813,7944,10224,839,6497,26515,119,688,722,592,878,529,9169,18,9288,878,9255,143,18,9288,196,216,22,18,216,297,1
2016,Cauca,307989,839,8384,4841,8512,6549,3356,10022,8406,11256,10227,7483,20246,5152,284,257,185,425,33,9142,98,9244,425,9152,573,98,9244,705,519,122,98,106,178,8
2016,Cesar,259794,976,9744,5868,956,7501,4261,11073,11177,12498,10599,8348,27664,3968,507,694,477,563,301,8953,227,9023,563,9248,54,227,9023,71,452,119,227,118,145,5
2016,Córdoba,411715,903,9028,5099,8749,7253,4242,10435,9394,11423,10442,8377,21791,4741,303,34,227,402,307,936,61,95,402,932,337,61,95,486,373,375,61,381,438,187
2016,Cundinamarca,577612,912,909,5631,8825,8047,5092,10115,8389,1036,1087,8849,19579,3484,368,402,268,505,306,9327,54,953,505,9438,305,54,953,497,256,24,54,186,371,146
2016,Chocó,145596,798,7985,4912,8151,4805,2234,9688,8692,1224,8345,5964,22587,3849,358,394,324,437,277,8744,34,8718,437,9238,898,34,8718,1156,485,194,34,27,128,4
2016,Huila,268744,859,8584,5687,8607,73,4051,9684,8043,10387,10215,7686,2534,2644,523,429,375,776,439,8582,4,897,776,8723,894,4,897,1428,838,435,4,414,601,246
2016,La Guajira,264785,757,7559,4847,7288,4595,2057,883,10154,11146,7415,4265,2392,223,462,383,506,446,276,935,6,9309,446,96,189,6,9309,267,124,45,6,459,53,147
2016,Magdalena,329234,925,9233,5896,8537,6874,3796,10824,12928,11794,10698,755,2334,5403,32,359,316,34,235,9431,43,9466,34,9566,249,43,9466,371,199,531,43,483,438,14
2016,Meta,219565,924,9228,5626,9078,7727,4397,10473,8744,11432,10625,8556,27421,5173,535,658,424,702,406,8908,18,9188,702,9073,557,18,9188,922,521,86,18,84,123,25
2016,Nariño,394574,711,7113,3856,6832,5656,298,8328,6799,9157,8698,6311,21151,3291,167,8,1,261,222,9644,4,9771,261,9586,189,4,9771,307,192,264,4,236,379,134
2016,Norte de Santander,307238,886,8851,5843,9231,709,38,10166,9273,11555,10097,7499,26773,3135,484,54,389,651,37,9124,26,9344,651,9176,391,26,9344,645,455,185,26,157,269,125
2016,Quindio,108652,798,7974,4606,724,7516,493,9175,6915,8634,10445,9122,27934,4777,618,637,497,799,487,8741,29,9059,799,8937,641,29,9059,989,576,113,29,8,183,7
2016,Risaralda,182345,874,8716,5474,8295,7603,4493,10231,8097,10431,1101,926,25753,5211,467,537,335,66,351,8954,138,9256,66,9103,579,138,9256,891,546,109,138,89,169,51
2016,Santander,402820,952,95,5967,9475,83,5045,10647,9539,11142,11212,8914,24887,3265,397,51,317,517,276,8989,52,9298,517,9108,614,52,9298,1022,615,248,52,196,39,127
2016,Sucre,198817,968,9672,6446,9601,7419,448,11151,12726,12212,10739,8564,23034,5554,295,314,234,397,227,8741,144,8895,397,895,964,144,8895,1393,823,47,144,48,57,32
2016,Tolima,306395,847,8459,4933,8247,712,4423,9533,7958,10185,9873,8013,25322,4063,37,402,297,491,28,8931,7,9164,491,911,698,7,9164,1067,61,61,7,6,82,25
2016,Valle del Cauca,873706,814,8123,4712,7838,6991,4143,9381,7423,9831,10053,7948,24647,6306,434,481,356,549,35,8872,64,9133,549,9079,694,64,9133,1069,571,129,64,124,17,54
2016,Arauca,75185,74,7395,4572,7341,566,3026,8537,8185,9601,83,6317,20236,1329,372,445,299,475,361,9628,0,9701,475,9637,0,0,9701,0,2,344,0,249,599,23
2016,Casanare,88003,1002,10018,674,9915,822,4743,11165,9563,1197,11725,8796,24825,3842,421,401,359,562,27,9023,21,9286,562,9234,556,21,9286,97,496,403,21,37,589,141
2016,Putumayo,91441,761,7609,3427,7399,6426,3265,878,7036,9253,9551,6927,26859,1608,753,757,666,918,591,8613,23,8875,918,881,634,23,8875,1006,6,256,23,234,355,11
2016,"Archipiélago de San Andrés, Providencia y Santa Catalina",15167,682,6815,469,7028,6046,3867,7381,6484,8067,7608,5706,2596,7917,226,109,23,266,162,9773,0,977,266,9829,1,0,977,0,1,247,0,199,371,238
2016,Amazonas,22243,814,8135,4544,8027,5977,2664,9612,8442,10878,9616,6838,21218,2661,506,523,275,849,596,8911,32,9128,849,8825,583,32,9128,705,579,661,32,75,717,414
2016,Guainía,11935,776,7764,5882,7591,355,901,9579,12045,11788,8933,4123,26299,1889,821,963,664,1116,6,7485,767,772,1116,8124,1694,767,772,2319,1277,19,767,168,18,58
2016,Guaviare,31671,548,5483,2599,5338,4152,2119,654,5276,7205,6869,4723,27866,1975,47,532,359,647,445,8919,51,9148,647,8888,611,51,9148,93,667,285,51,218,457,222
2016,Vaupés,12654,642,6417,2391,6333,3809,1267,7678,473,9643,7394,4546,1421,2566,66,637,497,1015,511,8311,19,8291,1015,8784,1029,19,8291,956,706,302,19,326,32,18
2016,Vichada,21951,778,7778,4152,8009,3458,1469,879,8446,12536,6317,373,17248,4158,816,1014,771,909,622,7803,18,7521,909,8822,1381,18,7521,1153,557,326,18,379,288,121
2017,Antioquia,1270105,861,86,5658,833,7393,4285,9815,7491,10194,10754,8177,31728,3285,415,356,328,569,339,8868,19,908,569,9095,716,19,908,1064,566,652,19,631,894,297
2017,Atlántico,518257,911,9072,5852,8759,7665,5084,9932,89,10529,10094,8639,32237,925,128,203,123,132,96,9418,112,9492,132,9582,454,112,9492,659,322,111,112,121,127,36
2017,"Bogotá, D.C.",1452849,799,7945,5462,7853,7147,493,8662,7052,8819,9072,8266,31843,9876,162,221,131,19,155,9729,4,9804,19,9618,109,4,9804,136,227,14,4,14,2,6
2017,Bolívar,486067,907,9058,6287,8822,7296,4318,10217,10358,11135,10287,7719,25846,3917,265,337,224,315,232,9116,96,9198,315,9214,619,96,9198,838,554,44,96,422,551,226
2017,Boyacá,275027,835,8348,6066,8141,7523,501,9476,7916,9516,10138,8774,27697,2723,215,355,127,286,222,9261,22,9556,286,9283,525,22,9556,865,495,23,22,165,369,155
2017,Caldas,191444,758,7572,5176,7011,6871,4306,8635,6493,8532,9688,7829,26938,3797,347,367,254,467,3,8946,44,9185,467,9115,707,44,9185,1031,585,308,44,238,475,188
2017,Caquetá,124222,744,7437,4649,7367,5611,2484,881,7713,998,8433,7142,28152,83,673,723,581,831,584,9051,4,9164,831,9152,276,4,9164,375,264,343,4,366,405,162
2017,Cauca,303777,833,8332,4993,8453,6701,3406,9931,851,10932,10237,7647,20127,3201,276,236,174,407,355,9066,121,9221,407,9074,659,121,9221,891,571,126,121,99,196,97
2017,Cesar,259051,991,9892,6389,9633,7705,4361,11118,11487,12638,10638,8018,30738,2642,398,552,367,445,257,9056,105,9146,445,918,546,105,9146,749,563,92,105,94,108,35
2017,Córdoba,413883,888,8872,5375,8435,7301,422,10131,969,10819,1028,8244,21514,3799,303,333,215,408,332,9323,52,9467,408,9283,375,52,9467,534,385,329,52,326,408,203
2017,Cundinamarca,579364,918,9156,5722,8927,8165,5157,10172,8377,10374,10961,8986,20136,2904,257,325,184,342,23,9405,54,9579,342,9457,337,54,9579,522,313,243,54,192,367,154
2017,Chocó,145765,792,7919,5405,8016,4897,2219,9551,9222,1167,8413,6224,23395,3632,238,299,196,315,197,8849,28,8814,315,9268,914,28,8814,1168,535,223,28,314,139,38
2017,Huila,268582,853,8517,6202,8405,7308,4014,9517,8556,9964,10108,7694,28256,2576,414,332,275,64,352,8657,37,9065,64,8798,93,37,9065,1526,849,332,37,275,501,247
2017,La Guajira,271221,755,7544,5171,7296,4692,2069,8651,9619,1069,7548,4475,2573,83,298,411,244,372,259,9392,38,9419,372,956,31,38,9419,392,182,485,38,53,524,159
2017,Magdalena,327940,936,933,5703,8781,7005,3923,10939,11626,12026,10911,7891,2688,4971,257,346,248,266,188,9462,82,9431,266,9594,28,82,9431,3,218,252,82,261,239,1
2017,Meta,221844,909,9088,5686,8887,769,439,10217,8535,10898,10572,8589,31086,2583,42,456,352,533,331,9081,11,927,533,924,499,11,927,792,429,104,11,88,163,49
2017,Nariño,393195,702,7016,3749,6668,5745,2986,833,6448,9131,8785,6393,20998,281,14,118,97,191,177,9582,38,9665,191,9619,278,38,9665,399,204,317,38,279,447,191
2017,Norte de Santander,304148,904,903,6133,9297,7365,3983,10526,9167,1146,1078,8494,30323,3044,36,412,273,481,354,9186,117,9438,481,9144,454,117,9438,758,502,124,117,12,17,54
2017,Quindio,108156,778,7769,4543,7086,7273,4818,8857,6787,8378,10076,8677,29872,2294,492,516,397,628,4,8868,27,9148,628,9009,64,27,9148,969,591,8,27,56,139,3
2017,Risaralda,181154,868,8662,5557,8204,7563,4542,1007,8159,10014,11016,9284,27947,4026,482,584,374,639,359,8934,77,9219,639,9205,584,77,9219,959,436,24,77,214,342,127
2017,Santander,398621,965,9633,6375,9504,8529,5123,10772,9908,1106,11429,9222,29433,3201,267,374,197,337,251,9127,46,9396,337,9161,607,46,9396,987,588,241,46,192,375,134
2017,Sucre,197947,973,972,6967,9521,7617,4405,11179,13146,12105,1092,8412,23538,4438,27,326,217,34,229,8786,73,8889,34,8932,943,73,8889,1318,839,106,73,98,152,63
2017,Tolima,303140,84,8391,506,8139,7188,4379,9439,773,9977,9937,7947,27924,2391,293,353,245,365,225,9006,49,9231,365,9191,701,49,9231,1098,584,73,49,72,99,34
2017,Valle del Cauca,873860,804,8021,4995,7638,7103,4074,9194,7577,9377,10098,7774,2888,4705,371,424,311,448,324,8959,84,9159,448,9198,67,84,9159,1003,478,145,84,135,193,78
2017,Arauca,75197,75,7502,4731,7396,584,3087,866,8324,9704,8563,6225,21767,3581,363,39,328,423,321,9631,0,9672,423,9607,7,0,9672,0,73,717,0,685,905,368
2017,Casanare,88626,978,9772,7103,9681,8176,4606,11268,10107,12293,1158,8631,26656,1569,268,298,219,338,231,9241,8,9405,338,9371,491,8,9405,789,398,209,8,173,325,138
2017,Putumayo,91161,752,7524,3901,7189,6392,3363,8854,7555,93,938,734,273,1636,574,574,407,798,57,8812,2,9111,798,8911,614,2,9111,953,519,265,2,231,389,168
2017,"Archipiélago de San Andrés, Providencia y Santa Catalina",15106,678,6764,5118,6784,5969,3776,7238,6706,7772,7558,5557,27407,7917,115,75,129,113,9,9788,0,9809,113,986,97,0,9809,182,5,204,0,122,375,8
2017,Amazonas,22269,836,821,4895,8056,6067,3005,9656,9262,108,943,7221,20971,165,488,638,306,698,623,8745,91,9004,698,8658,767,91,9004,1101,719,596,91,706,605,242
2017,Guainía,11965,80,7998,596,7883,3662,882,9794,11471,12349,8936,421,25747,1667,768,935,614,1036,697,7679,792,7842,1036,7966,1553,792,7842,1929,1337,313,792,335,328,38
2017,Guaviare,31876,55,5502,2567,5329,4354,2157,676,4869,7531,71,4966,3037,1494,434,613,353,533,4,9439,0,9471,533,9469,127,0,9471,76,131,286,0,217,477,169
2017,Vaupés,12668,665,6538,2337,6539,3927,1403,7829,4508,993,7408,4828,14709,1339,8,877,605,1169,785,8089,58,7981,1169,8499,1112,58,7981,821,715,316,58,357,338,98
2017,Vichada,22282,779,7793,4615,7959,3387,1491,9269,8956,13458,6413,374,21875,377,865,947,797,1048,74,763,63,7275,1048,8512,1505,63,7275,113,749,1173,63,1339,1182,374
2018,Antioquia,1147598,8472,9411,6798,9189,8129,4383,10839,8784,11399,11858,8546,,,397,343,318,542,284,8913,19,91,542,9176,691,19,91,1005,541,313,19,314,422,129
2018,Atlántico,521630,9253,9134,6154,8902,7655,4927,9981,9311,10613,10118,8505,,,155,224,149,165,109,9357,192,9411,165,9545,488,192,9411,66,346,74,192,78,85,27
2018,"Bogotá, D.C.",1179282,7871,9651,7065,9781,8597,5601,1052,9075,11039,1089,9318,,,165,19,135,201,153,9802,0,9865,201,9632,33,0,9865,7,215,33,0,24,57,21
2018,Bolívar,455784,9271,986,6974,9725,7938,4417,11248,11341,12442,11282,822,,,275,365,235,319,24,9031,86,9126,319,9104,693,86,9126,943,656,382,86,388,443,205
2018,Boyacá,234116,8354,9654,7066,9285,8925,5796,10684,9336,10631,11566,9702,,,207,188,128,299,207,9259,26,954,299,9275,534,26,954,854,518,169,26,137,259,101
2018,Caldas,162391,7438,8708,6568,8301,7781,4519,9949,8313,10085,11068,8252,,,296,299,221,388,267,9077,71,928,388,9255,627,71,928,92,478,335,71,285,492,186
2018,Caquetá,98639,7314,9204,5917,9089,6946,3222,10789,9656,12071,10471,8701,,,55,654,461,691,451,9262,42,938,691,9306,188,42,938,257,243,252,42,251,336,137
2018,Cauca,301714,8372,8317,5516,8455,6621,3358,10003,9272,10843,1036,7745,,,258,225,172,377,289,9033,92,914,377,91,709,92,914,916,611,97,92,81,152,43
2018,Cesar,288411,10141,9073,5881,878,7127,3994,10199,10352,1139,9955,7509,,,398,524,373,445,251,9035,87,9151,445,9194,568,87,9151,828,556,124,87,106,17,8
2018,Córdoba,386239,8795,9472,5831,9071,7821,4356,10832,10429,11557,11183,8517,,,223,299,162,29,215,9381,58,9503,29,932,396,58,9503,539,465,289,58,297,345,154
2018,Cundinamarca,547875,9249,9791,67,9858,864,5034,10872,9731,114,11594,8818,,,289,359,209,389,233,9211,74,9456,389,9264,5,74,9456,78,503,211,74,16,334,114
2018,Chocó,143975,7981,8095,5599,8174,5112,2321,9811,9695,11923,8585,6701,,,316,35,262,42,285,8771,6,8762,42,9167,913,6,8762,1198,548,129,6,191,72,24
2018,Huila,242238,8504,9428,7097,924,8128,4475,10628,9963,11157,11277,8325,,,421,338,276,65,371,861,28,9022,65,8717,969,28,9022,157,911,263,28,249,378,127
2018,La Guajira,237991,7772,9055,6637,9009,5654,2325,10372,1151,12969,9159,5138,,,277,36,245,337,16,9301,52,9272,337,9496,422,52,9272,458,344,475,52,579,41,129
2018,Magdalena,317652,9521,9769,6236,917,7392,4066,11566,11854,12519,11716,8663,,,326,363,293,37,294,9358,66,9409,37,9438,315,66,9409,419,267,17,66,171,196,65
2018,Meta,218707,903,9251,6524,9104,7831,4329,10413,9306,11108,10807,8491,,,447,58,353,575,352,8965,15,9243,575,913,588,15,9243,972,518,89,15,69,143,54
2018,Nariño,314579,6788,8454,4904,8182,6966,356,9898,7938,1077,10588,7499,,,134,92,79,212,138,9542,56,9633,212,9607,324,56,9633,444,255,294,56,255,429,152
2018,Norte de Santander,307526,9358,9162,6588,9176,745,4056,10628,9689,11239,11057,8761,,,395,492,336,47,349,9055,4,9265,47,9017,55,4,9265,86,634,141,4,135,194,81
2018,Quindio,83383,7615,9835,6793,9526,8906,5466,11083,9788,11174,12246,931,,,417,471,318,539,345,8917,43,923,539,9052,667,43,923,1027,602,108,43,86,166,63
2018,Risaralda,157477,8617,984,696,9623,8442,4919,11409,9971,1163,12334,9813,,,423,481,341,553,296,8874,96,9134,553,9125,704,96,9134,1079,579,76,96,82,96,3
2018,Santander,401463,9779,9606,6751,9488,8383,4963,10808,10194,11116,11307,9405,,,32,424,241,41,27,8946,45,9315,41,8996,734,45,9315,1229,735,173,45,143,271,71
2018,Sucre,201443,9808,9599,7216,9533,7531,4167,11042,1322,12135,1072,8024,,,278,342,216,362,224,8736,133,8893,362,8903,986,133,8893,1413,873,128,133,128,173,77
2018,Tolima,255496,8388,9854,7209,982,8351,4672,11066,10433,12025,11505,8385,,,302,354,237,389,248,9056,35,9292,389,9204,642,35,9292,1005,548,84,35,84,111,41
2018,Valle del Cauca,861316,7927,8036,5398,7619,7145,402,9187,7867,9292,10116,7731,,,326,383,274,399,249,8922,5,9163,399,9117,752,5,9163,1136,634,11,5,106,144,59
2018,Arauca,60962,7702,9493,6166,9381,7465,3666,11221,10346,12912,11095,7673,,,263,283,221,332,235,9729,0,9779,332,968,8,0,9779,0,86,446,0,408,653,191
2018,Casanare,92859,9681,9305,7143,9101,7886,4409,1043,9628,10897,11124,8302,,,269,308,212,347,231,9077,57,9326,347,9233,654,57,9326,1081,536,2,57,201,284,63
2018,Putumayo,80972,75,8428,4566,8071,7104,3659,9655,8408,10134,10424,7588,,,521,486,359,737,527,8688,68,9049,737,871,79,68,9049,1204,763,215,68,178,324,124
2018,"Archipiélago de San Andrés, Providencia y Santa Catalina",10853,6734,934,6869,9296,8423,509,9993,9231,1056,10841,7304,,,197,161,247,18,71,9379,0,9493,18,9551,425,0,9493,75,378,231,0,221,335,51
2018,Amazonas,22257,8113,8146,4599,7833,6151,3151,9504,8323,1037,9652,7354,,,487,531,309,718,602,9117,7,9195,718,8998,396,7,9195,336,4,412,7,455,461,149
2018,Guainía,15766,8164,6228,464,6195,2893,679,7705,8326,9608,6866,3872,,,714,988,553,982,547,7764,525,7782,982,8569,1522,525,7782,1734,884,508,525,591,41,209
2018,Guaviare,21118,557,8461,4244,821,665,3114,10508,7529,12245,10643,7313,,,336,401,258,463,263,8778,144,9049,463,8875,886,144,9049,1359,862,346,144,346,447,175
2018,Vaupés,15363,6164,5079,2282,5112,3054,1135,5979,3718,7444,5561,3976,,,388,493,313,493,465,8538,164,8537,493,8544,1074,164,8537,1122,991,226,164,258,233,75
2018,Vichada,32951,7813,5374,3074,5668,2406,936,6192,5368,9098,4377,2453,,,714,739,652,899,597,7525,0,7072,899,8806,176,0,7072,123,597,562,0,728,363,101
2019,Antioquia,1149985,94,9383,6786,9024,826,4504,10757,8763,10935,12021,8835,,,402,373,329,533,295,8838,18,9073,533,9137,759,18,9073,1156,568,319,18,292,465,137
2019,Atlántico,533666,9207,9169,6269,8936,7694,4895,1002,9431,10654,10206,84,,,126,172,128,126,9,9291,126,9388,126,9478,583,126,9388,863,432,1,126,106,118,42
2019,"Bogotá, D.C.",1181531,9682,963,6911,9622,8752,5549,10493,881,10898,11095,9209,,,16,212,138,182,141,975,3,9808,182,9625,9,3,9808,98,234,262,3,226,398,144
2019,Bolívar,461988,9944,9933,6767,9781,8064,4543,11239,11017,12035,11694,8478,,,299,401,263,342,238,905,82,9167,342,9158,651,82,9167,925,604,359,82,352,474,207
2019,Boyacá,234368,966,9651,6907,9204,9011,5933,10844,9055,10485,12016,1023,,,205,203,129,28,226,9202,23,9523,28,9226,593,23,9523,975,548,192,23,141,3,124
2019,Caldas,161892,8598,8588,6461,8079,7745,4642,9769,8251,9549,11008,8594,,,331,282,267,432,27,8901,53,9188,432,9123,768,53,9188,1195,607,367,53,304,542,22
2019,Caquetá,98675,9052,9049,578,892,6856,3358,10549,9007,11507,10418,9147,,,532,644,468,626,445,9263,41,934,626,9303,205,41,934,251,253,26,41,27,328,112
2019,Cauca,299016,8442,8439,5449,8523,6878,3642,1007,9074,10693,10426,841,,,278,258,186,383,362,9065,65,92,383,911,656,65,92,894,528,13,65,105,198,99
2019,Cesar,296234,9077,9057,56,8823,714,4008,10206,9946,11213,10239,764,,,411,558,387,454,263,8908,92,9054,454,9076,681,92,9054,1006,661,107,92,86,155,73
